X, Y, T, Action
1.00614, -0.182571, 2.63618, GoToPosition
0.990738, -0.174092, 2.63244, GoAhead
0.959978, -0.157014, 2.6323, GoAhead
0.929212, -0.139859, 2.63228, GoAhead
0.898468, -0.122738, 2.63224, GoAhead
0.872824, -0.108401, 2.63221, GoAhead
0.842052, -0.0912346, 2.63229, GoAhead
0.795888, -0.0654938, 2.63225, GoAhead
0.780479, -0.0568929, 2.63222, GoToPosition
0.765076, -0.048286, 2.6322, GoAhead
0.734312, -0.0310906, 2.63222, GoAhead
0.703547, -0.0139029, 2.63217, GoAhead
0.667676, 0.00614225, 2.63201, GoAhead
0.652323, 0.0147353, 2.63194, GoAhead
0.606168, 0.0405221, 2.63183, GoAhead
0.590779, 0.0490954, 2.63176, GoAhead
0.560043, 0.0662439, 2.6317, TurnToAngle
0.539569, 0.0776986, 2.63161, Turn
0.508748, 0.0947434, 2.62602, TurnToAngle
0.493791, 0.103376, 2.61577, Turn
0.459363, 0.124055, 2.59363, TurnToAngle
0.42439, 0.145852, 2.57197, GoAhead
0.395501, 0.164937, 2.55546, GoToPosition
0.380845, 0.174671, 2.5554, GoAhead
0.361273, 0.187677, 2.5553, GoToPosition
0.346583, 0.197429, 2.5553, GoAhead
0.327021, 0.210398, 2.55532, GoToPosition
0.312368, 0.220152, 2.55529, GoAhead
0.292799, 0.233111, 2.55527, GoToPosition
0.283, 0.239617, 2.55527, GoAhead
0.263427, 0.252628, 2.55526, GoToPosition
0.248764, 0.262361, 2.55526, GoAhead
0.248764, 0.262361, 2.55523, GoToPosition
0.238987, 0.268879, 2.55523, GoAhead
0.190092, 0.30133, 2.55514, GoAhead
0.160798, 0.320788, 2.55513, GoAhead
0.126591, 0.343474, 2.5551, GoAhead
0.111901, 0.353229, 2.55508, GoToPosition
0.0923393, 0.366244, 2.55509, GoAhead
0.0776663, 0.375975, 0.302555, GoToPosition
0.0630224, 0.385716, 2.55511, GoAhead
0.0483747, 0.395455, 2.55501, GoToPosition
0.0288552, 0.408445, 2.55498, GoAhead
0.0141647, 0.418203, 2.55498, GoToPosition
-0.00540381, 0.431195, 2.55502, GoAhead
-0.00540381, 0.431195, 2.555, GoToPosition
-0.0347397, 0.450686, 2.55504, GoAhead
-0.0689801, 0.473468, 2.55491, GoAhead
-0.0689801, 0.473468, 2.55489, GoToPosition
-0.0836633, 0.483242, 2.55483, GoAhead
-0.117905, 0.505976, 2.55472, GoToPosition
-0.137444, 0.51896, 2.55466, GoAhead
-0.152095, 0.528712, 2.55456, GoToPosition
-0.166737, 0.538446, 2.55448, GoAhead
-0.181404, 0.548191, 2.5544, GoAhead
-0.215645, 0.570963, 2.55425, GoAhead
-0.230317, 0.580739, 2.55425, GoToPosition
-0.249887, 0.593769, 2.55417, GoAhead
-0.264569, 0.603533, 2.55417, GoToPosition
-0.284092, 0.616545, 2.55411, GoAhead
-0.298725, 0.626291, 2.55413, GoToPosition
-0.328002, 0.64579, 2.55415, GoAhead
-0.347538, 0.658792, 2.55415, GoToPosition
-0.362185, 0.668538, 2.55409, GoAhead
-0.38174, 0.681557, 2.55405, GoToPosition
-0.396428, 0.691341, 2.554, GoAhead
-0.415954, 0.704334, 2.554, GoToPosition
-0.4306, 0.714103, 2.55394, GoAhead
-0.00111747, 0.000937028, 2.55395, GoAhead
-0.479451, 0.746632, 2.55394, GoToPosition
-0.494073, 0.756363, 2.55389, GoAhead
-0.528298, 0.779163, 2.55386, GoAhead
-0.528298, 0.779163, 2.55381, GoToPosition
-0.562478, 0.801921, 2.55381, GoAhead
-0.57711, 0.811682, 2.55378, GoAhead
-0.611284, 0.83445, 2.55368, TurnToAngle
-0.625921, 0.84422, 2.5537, Turn
-0.673912, 0.876939, 2.54834, TurnToAngle
-0.688056, 0.886868, 2.52889, Turn
-0.688056, 0.886868, 2.51954, GoToPosition
-0.716022, 0.907063, 2.51954, GoAhead
-0.734653, 0.92093, 2.50312, GoToPosition
-0.748808, 0.931456, 2.50304, GoAhead
-0.748808, 0.931456, 2.50304, GoToPosition
-0.781782, 0.955962, 2.50307, GoAhead
-0.795903, 0.966492, 2.50309, GoToPosition
-0.795903, 0.966492, 2.50303, GoAhead
-0.82894, 0.991012, 2.50305, GoAhead
-0.85254, 1.00854, 2.50305, GoAhead
-0.880816, 1.02954, 2.503, GoAhead
-0.894982, 1.04003, 2.50305, GoToPosition
-0.909141, 1.05052, 2.50308, GoAhead
-0.94214, 1.07501, 2.50312, GoAhead
-0.970445, 1.096, 2.50319, GoAhead
-0.99874, 1.11699, 2.50317, GoToPosition
-0.99874, 1.11699, 2.50317, GoAhead
-1.00817, 1.12399, 2.50314, GoToPosition
-1.02232, 1.1345, 2.50309, TurnToAngle
-1.03643, 1.14498, 2.50309, Turn
-1.05059, 1.15549, 2.50316, GoToPosition
-1.06256, 1.16473, 2.50756, Stop
-1.06077, 1.1645, 2.54045, GoToPosition
-1.06077, 1.1645, 2.56612, Stop
-1.06065, 1.16448, 2.56597, GoToPosition
-1.06064, 1.16447, 2.56596, Stop
-1.0606, 1.16441, 2.56601, GoToPosition
-1.0606, 1.16441, 2.56606, Stop
-1.06057, 1.16436, 2.56613, Stop
-1.06056, 1.16437, 2.56617, Stop
-1.06057, 1.16437, 2.56616, Stop
-1.06059, 1.16435, 2.56614, Stop
-1.06058, 1.16433, 2.56615, GoToPosition
-1.06057, 1.1643, 2.56613, Stop
-1.06058, 1.1643, 2.56608, Stop
-1.06061, 1.16431, 2.56603, Stop
-1.06061, 1.16432, 2.56599, GoToPosition
-1.06064, 1.16432, 2.56592, Stop
-1.06068, 1.16432, 2.56588, GoToPosition
-1.06068, 1.16434, 2.56585, Stop
-1.06068, 1.16434, 2.5658, GoToPosition
-1.06068, 1.16435, 2.56579, Stop
-1.06069, 1.16436, 2.56577, GoToPosition
-1.06069, 1.16436, 2.56579, Stop
-1.06068, 1.16437, 2.56578, GoToPosition
-1.06071, 1.16438, 2.56573, Stop
-1.06072, 1.16437, 2.56571, GoToPosition
-1.06072, 1.16436, 2.56567, Stop
-1.06072, 1.16436, 2.56567, GoToPosition
-1.06072, 1.16435, 2.56565, TurnToAngle
-1.06072, 1.16434, 2.56565, Turn
-1.06064, 1.16402, 2.55947, Stop
-1.06064, 1.16389, 2.51842, Stop
-1.06058, 1.1637, 2.51869, GoToPosition
-1.06057, 1.16363, 2.51869, Stop
-1.06057, 1.16363, 2.51879, GoToPosition
-1.0606, 1.16357, 2.51887, Stop
-1.06059, 1.16357, 2.51896, GoToPosition
-1.06059, 1.16356, 2.51896, Stop
-1.06059, 1.16355, 2.51893, GoToPosition
-1.0606, 1.16357, 2.51894, Stop
-1.06059, 1.1636, 2.51894, GoToPosition
-1.06064, 1.16359, 2.51889, GoToPosition
-1.06063, 1.16359, 0.138688, TurnToAngle
-1.06061, 1.16359, 2.51886, Turn
-1.0606, 1.16363, 2.52217, GoToPosition
-1.0606, 1.16363, 2.5383, Stop
-1.06054, 1.16364, 2.54292, GoToPosition
-1.06044, 1.16351, 2.54303, Stop
-1.06046, 1.16364, 2.54319, Stop
-1.06044, 1.16365, 2.54323, GoToPosition
-1.06044, 1.16368, 2.54322, Stop
-1.06046, 1.16366, 2.54322, Stop
-1.06045, 1.16366, 2.54322, TurnToAngle
-1.06045, 1.16367, 2.54321, Turn
-1.06058, 1.16366, 2.5871, Stop
-1.06039, 1.16361, 2.59798, GoToPosition
-1.06039, 1.16361, 2.59789, Stop
-1.06035, 1.16359, 2.59777, GoToPosition
-1.0604, 1.16354, 2.59775, TurnToAngle
-1.0604, 1.16354, 2.59775, Turn
-1.06042, 1.16353, 2.60491, TurnToAngle
-1.06034, 1.16353, 2.6331, Turn
-1.06009, 1.16358, 2.6911, TurnToAngle
-1.0598, 1.16363, 2.74063, Turn
-1.05961, 1.16373, 2.77027, GoToPosition
-1.05918, 1.16394, 2.82884, GoToPosition
-1.05882, 1.16411, 2.8575, TurnToAngle
-1.05859, 1.16427, 2.8763, Turn
-1.05825, 1.16449, 2.93238, GoToPosition
-1.05831, 1.16448, 2.95931, TurnToAngle
-1.05814, 1.16469, 2.98624, Turn
-1.05793, 1.16484, 3.01262, TurnToAngle
-1.05796, 1.16488, 3.05596, Turn
-1.05756, 1.16521, 3.08153, TurnToAngle
-1.05726, 1.1656, 3.10599, Turn
-1.05711, 1.16587, -3.12896, TurnToAngle
-1.05713, 1.16578, -3.08986, Turn
-1.05707, 1.16576, -3.06666, TurnToAngle
-1.05717, 1.16577, -3.05182, Turn
-1.05698, 1.16587, -3.00731, GoToPosition
-1.05695, 1.16594, -3.00731, TurnToAngle
-1.05693, 1.1659, -2.99301, Turn
-1.05703, 1.16586, -2.97162, GoToPosition
-1.05687, 1.16602, -2.95054, TurnToAngle
-1.05693, 1.16593, -2.93703, Turn
-1.05675, 1.16636, -2.91673, GoToPosition
-1.05667, 1.16639, -2.89673, TurnToAngle
-1.05675, 1.16618, -2.87719, Turn
-1.05675, 1.16618, -2.86421, GoToPosition
-1.05675, 1.16607, -2.84499, TurnToAngle
-1.05679, 1.16605, -2.82656, Turn
-1.05678, 1.16596, -2.77846, Turn
-1.05677, 1.16601, -2.74351, TurnToAngle
-1.05681, 1.16604, -2.71568, Turn
-1.05682, 1.166, -2.69931, TurnToAngle
-1.05679, 1.16604, -2.68369, Turn
-1.05679, 1.16601, -2.63841, TurnToAngle
-1.05677, 1.16607, -2.62885, Turn
-1.05679, 1.1661, -2.60135, TurnToAngle
-1.05677, 1.16611, -2.59231, Turn
-1.05704, 1.16581, -2.57404, GoToPosition
-1.05705, 1.16562, -2.53784, TurnToAngle
-1.05705, 1.16562, -2.53784, Turn
-1.05699, 1.1657, -2.48421, TurnToAngle
-1.05707, 1.16569, -2.47095, Turn
-1.06027, 1.1626, -2.44898, GoToPosition
-1.07379, 1.15148, -2.4389, TurnToAngle
-1.08691, 1.1402, -2.42889, Turn
-1.09409, 1.13475, -2.41916, GoToPosition
-1.0936, -0.00076955, -2.38482, TurnToAngle
-1.09362, 1.13525, -2.36075, Turn
-1.09589, 1.13056, -2.32946, GoToPosition
-1.10794, 1.11781, -2.32057, GoAhead
-1.1158, 1.10928, -2.31705, GoToPosition
-1.12784, 1.09635, -2.31673, GoAhead
-1.13589, 1.08774, -2.3166, GoToPosition
-1.14786, 1.07484, -2.3166, GoAhead
-1.15981, 1.06195, -2.31686, GoToPosition
-1.16778, 1.05335, -2.31694, GoAhead
-1.17973, 1.04043, -2.31698, GoToPosition
-1.1877, 1.03181, -2.31703, GoAhead
-1.19964, 1.01888, -2.31702, GoToPosition
-1.20761, 1.01024, -2.31701, GoAhead
-1.21958, 0.997286, -2.31698, GoToPosition
-1.22757, 0.988649, -2.31696, GoAhead
-1.23554, 0.980007, -2.31697, GoToPosition
-1.24748, 0.967069, -2.31699, GoAhead
-1.25547, 0.958443, -2.31697, GoToPosition
-1.26744, 0.945487, -2.317, GoAhead
-1.2754, 0.936841, -2.31699, GoToPosition
-1.28737, 0.923902, -2.31698, Stop
-1.29211, 0.918784, -2.31703, GoToPosition
-1.29211, 0.91877, -2.31701, Stop
-1.29212, 0.918779, -2.31703, GoToPosition
-1.29211, 0.918767, -2.31701, TurnToAngle
-1.29211, 0.918778, -2.317, Turn
-1.29527, 0.915283, -2.31553, GoToPosition
-1.30333, 0.906774, -2.3091, TurnToAngle
-1.31542, 0.893861, 0.138698, Turn
-1.32733, 0.880626, -2.28839, GoToPosition
-1.33882, 0.867363, -2.27755, TurnToAngle
-1.35021, 0.853873, -2.26649, Turn
-1.35527, 0.846146, -2.27691, GoToPosition
-1.35458, 0.846674, -2.31199, TurnToAngle
-1.35473, 0.846651, -2.34793, Turn
-1.36102, 0.839897, -2.36248, GoToPosition
-1.37337, 0.827472, -2.35076, TurnToAngle
-1.38551, 0.814749, -2.3387, Turn
-1.39481, 0.805336, -2.32643, GoToPosition
-1.3946, 0.805296, -2.3136, TurnToAngle
-1.39474, 0.805234, -2.30079, Turn
-1.39472, 0.805223, -2.28798, GoToPosition
-1.39483, 0.805133, -2.2751, TurnToAngle
-1.39484, 0.805128, -2.26233, Turn
-1.39484, 0.805137, -2.24964, GoToPosition
-1.39489, 0.805202, -2.23749, TurnToAngle
-1.39489, 0.80522, -2.22541, Turn
-1.39489, 0.805242, 0.0021881, GoToPosition
-1.39496, 0.8052, -2.20192, TurnToAngle
-1.39504, 0.805147, -2.19053, Turn
-1.39493, 0.805386, -2.20477, GoToPosition
-1.39467, 0.805437, -2.2408, TurnToAngle
-1.39511, 0.805382, -2.27693, Turn
-1.39743, 0.802693, -2.30491, GoToPosition
-1.40905, 0.789949, -2.29402, TurnToAngle
-1.42068, 0.776733, -2.28175, Turn
-1.42968, 0.767269, -2.26931, GoToPosition
-1.4295, 0.767193, -2.25523, TurnToAngle
-1.42959, 0.767238, -2.23604, Turn
-1.42955, 0.767258, -2.22157, GoToPosition
-1.42963, 0.76725, -2.20702, TurnToAngle
-1.42962, 0.767222, -2.19744, Turn
-1.42967, 0.767295, -2.18772, GoToPosition
-1.42964, 0.767279, -2.1687, TurnToAngle
-1.42966, 0.767307, -2.15454, Turn
-1.4297, 0.767344, -2.14047, GoToPosition
-1.42968, 0.767435, -2.12188, TurnToAngle
-1.42975, 0.767444, -2.10801, Turn
-1.42981, 0.767549, -2.09437, GoToPosition
-1.42978, 0.767552, -2.07627, TurnToAngle
-1.42976, 0.767559, -2.06288, Turn
-1.43156, 0.763428, -2.04957, GoToPosition
-1.43971, 0.747815, -2.03833, TurnToAngle
-1.44501, 0.737348, -2.03081, Turn
-1.45274, 0.721549, -2.01979, GoToPosition
-1.46289, 0.700262, -2.00605, TurnToAngle
-1.46782, 0.689689, -1.99903, Turn
-1.47485, 0.673823, 4.59177e-41, GoToPosition
-1.48414, 0.652632, -1.97551, TurnToAngle
-1.4909, 0.636579, -1.96535, Turn
-1.49635, 0.622151, -1.96181, GoToPosition
-1.49978, 0.61708, -1.99901, GoAhead
-1.50429, 0.610297, -2.0228, GoToPosition
-1.51448, 0.58879, -2.02313, TurnToAngle
-1.52223, 0.572914, -2.02317, Turn
-1.52985, 0.556996, -2.02021, GoToPosition
-1.53983, 0.535979, -2.0066, TurnToAngle
-1.5472, 0.519975, -1.997, Turn
-1.55434, 0.503924, -1.98677, GoToPosition
-1.56364, 0.482334, -1.97165, TurnToAngle
-1.57046, 0.466065, -1.96057, Turn
-1.57697, 0.449707, -1.94944, GoToPosition
-1.57697, 0.449707, -1.93462, TurnToAngle
-1.58546, 0.427767, -1.93462, Turn
-1.59766, 0.394726, -1.92339, GoToPosition
-1.59766, 0.394726, -1.91239, GoAhead
-1.60748, 0.367091, -1.90161, GoToPosition
-1.61314, 0.350336, -1.89409, Stop
-1.61716, 0.337933, -1.89409, GoToPosition
-1.61712, 0.33783, -1.89389, GoAhead
-1.61871, 0.333485, -1.89389, GoToPosition
-1.62429, 0.316799, -1.8938, GoAhead
-1.62985, 0.300077, -1.89379, GoToPosition
-1.63544, 0.283374, -1.89383, GoAhead
-1.64102, 0.266682, -1.89381, GoToPosition
-1.64102, 0.266682, -1.89381, GoAhead
-1.65215, 0.233286, -1.89374, GoToPosition
-1.65773, 0.216595, -1.89374, GoAhead
-1.65773, 0.216595, -1.89374, GoToPosition
-1.66705, 0.188718, -1.89377, GoAhead
-1.66705, 0.188718, -1.89377, GoToPosition
-1.67263, 0.172006, -1.89379, GoAhead
-1.68382, 0.138564, -1.89388, GoToPosition
-1.68382, 0.138564, -1.89393, TurnToAngle
-1.68942, 0.121871, -1.89395, Turn
-1.70626, 0.0714619, -1.89106, TurnToAngle
-1.71158, 0.0546689, -1.88074, Turn
-1.72194, 0.0206224, -1.85193, GoAhead
-1.72698, 0.00326037, -1.84489, GoToPosition
-1.72698, 0.00326037, -1.84483, GoAhead
-1.74129, -0.047627, -1.84474, TurnToAngle
-1.74604, -0.0645743, -1.84475, Turn
-1.74604, -0.0645743, -1.84475, GoToPosition
1.25055e-34, 0.000222937, -1.84171, TurnToAngle
-1.75379, -0.0927124, -1.83173, Turn
-1.77091, -0.161094, -1.7974, GoAhead
-1.77714, -0.189121, -1.79632, GoAhead
-1.75406, -0.132047, -1.70005, GoAhead
-1.75805, -0.168579, -1.6932, GoAhead
-1.7617, -0.197873, -1.69317, GoToPosition
-1.7617, -0.197873, -1.69315, GoAhead
-1.7639, -0.215395, -1.69318, GoToPosition
-1.76675, -0.238689, -1.69318, GoAhead
-1.77312, -0.29112, -1.69325, GoAhead
-1.77523, -0.308598, -1.69324, GoToPosition
-1.7774, -0.326064, -1.69323, GoAhead
-1.7774, -0.326064, -1.69323, GoToPosition
-1.78243, -0.366848, -1.69321, GoAhead
-1.78458, -0.384332, -1.69325, GoAhead
-1.7867, -0.401836, -1.69325, GoToPosition
-1.79103, -0.436774, -1.6933, GoAhead
-1.79318, -0.454247, -1.69333, GoToPosition
-1.79318, -0.454247, -1.69333, GoAhead
-1.79748, -0.489188, -1.69331, GoAhead
-1.80178, -0.524203, -1.69329, GoAhead
-1.80607, -0.559163, 0.359365, TurnToAngle
-1.80823, -0.576667, -1.69327, Turn
-1.81037, -0.594135, -1.69324, GoToPosition
-1.81202, -0.609203, -1.69756, GoAhead
-1.81216, -0.611662, -1.75789, GoAhead
-1.82191, -0.663625, -1.75792, GoAhead
-1.82515, -0.680886, -1.75816, GoAhead
-1.42058e-37, 5.9934e+28, -1.75822, TurnToAngle
-1.83501, -0.732794, -1.75816, Turn
-1.84154, -0.767407, -1.75453, GoToPosition
-1.84463, -0.784502, -1.74324, GoAhead
-1.84754, -0.801743, -1.73566, GoToPosition
-1.85045, -0.819118, -1.73564, Stop
-1.85257, -0.83175, -1.73587, Stop
-1.85266, -0.831807, -1.73584, Stop
-1.85269, -0.831813, -1.73585, GoToPosition
-1.8527, -0.831825, -1.73584, Stop
-1.85271, -0.83183, -1.73584, GoToPosition
-1.85271, -0.83183, -1.73585, Stop
-1.85272, -0.831819, -1.73584, Stop
-1.85273, -0.831869, -1.73585, Stop
-1.85274, -0.831892, -1.73583, Stop
-1.85275, -0.831905, -1.73584, GoToPosition
-1.85275, -0.831903, -1.73587, Stop
-1.85274, -0.831899, -1.73587, Stop
-1.85274, -0.831897, -1.73592, Stop
-1.85276, -0.831955, -1.73589, Stop
-1.85275, -0.83196, -1.73592, GoToPosition
-1.85275, -0.831956, -1.73593, Stop
-1.85275, -0.831956, -1.73596, GoToPosition
-1.85275, -0.831979, -1.73596, Stop
-1.85273, -0.831956, -1.736, GoToPosition
-1.85273, -0.831956, -1.73599, Stop
-1.85274, -0.832008, -1.73604, GoToPosition
-1.85276, -0.832022, -1.73605, Stop
-1.85276, -0.832018, -1.73607, GoToPosition
-1.85276, -0.832018, -1.73609, Stop
-1.85276, -0.832013, -1.73609, GoToPosition
-1.85277, -0.832024, -1.73611, Stop
-1.85276, -0.832052, -1.73616, Reaction
-1.85082, -0.819473, -1.74868, Reaction
-1.84914, -0.794577, -1.78616, GoToPosition
-1.84655, -0.770996, -1.82377, Stop
-1.84534, -0.758036, -1.84793, GoToPosition
-1.84518, -0.757546, -1.85012, Stop
-1.84476, -0.757947, -1.85027, GoToPosition
-1.84466, -0.758101, -1.85037, Stop
-1.84467, -0.758121, -1.85037, GoToPosition
-1.84469, -0.758122, -1.85038, Stop
-1.84469, -0.75812, -1.85037, GoToPosition
-1.8447, -0.758111, -1.85039, Stop
-1.8447, -0.758108, -1.85041, GoToPosition
-1.84471, -0.758105, -1.85041, Reaction
-1.84108, -0.744233, -1.86109, GoToPosition
-1.83546, -0.720145, -1.89477, Stop
-1.83395, -0.688182, -1.95397, GoToPosition
-1.83348, -0.687135, -1.95805, Stop
-1.833, -0.687517, -1.95813, GoToPosition
-1.83305, -0.687543, -1.95815, Stop
-1.83308, -0.687544, -1.95812, GoToPosition
-1.8331, -0.687548, -1.95811, Stop
-1.83311, -0.687567, -1.95811, GoToPosition
-1.83313, -0.687593, -1.9581, Stop
-1.83314, -0.6876, -1.95811, GoToPosition
-1.83315, -0.687612, -1.95811, Stop
-1.83315, -0.687622, -1.95808, GoToPosition
-1.83315, -0.687616, -1.95805, Stop
-1.83315, -0.687623, -1.95806, GoToPosition
-1.83317, -0.687623, -1.95807, Stop
-1.83314, -0.687638, -1.95809, GoToPosition
-1.83313, -0.687644, -1.95809, Stop
-1.83313, -0.687645, -1.9581, GoToPosition
-1.83313, -0.687636, -1.95809, Stop
-1.83312, -0.687627, -1.95809, GoToPosition
-1.83311, -0.687602, -1.95808, Stop
-1.83308, -0.687585, -1.95806, GoToPosition
-1.83307, -0.687553, -1.95806, Stop
-1.83306, -0.687552, -1.95806, GoToPosition
-1.83303, -0.687535, -1.95804, Stop
-1.833, -0.687488, -1.95803, GoToPosition
-1.833, -0.687483, -1.95803, Stop
-1.83298, -0.687476, -1.95804, GoToPosition
-1.833, -0.687494, -1.95804, Stop
-1.83298, -0.687466, -1.95805, GoToPosition
-1.83297, -0.68746, -1.95807, Stop
-1.83298, -0.687462, -1.95809, GoToPosition
-1.83297, -0.687459, -1.95807, Stop
-1.83297, -0.687443, -1.95808, GoToPosition
-1.83298, -0.687464, -1.95809, Stop
-1.83298, -0.68746, -1.95808, GoToPosition
-1.83297, -0.687453, -1.95809, Stop
-1.83295, -0.687433, -1.9581, GoToPosition
-1.83293, -0.687402, -1.95812, Stop
-1.83293, -0.687399, -1.95813, GoToPosition
-1.83292, -0.687404, -1.95817, Stop
-1.83291, -0.687407, -1.95818, GoToPosition
-1.83288, -0.687383, -1.95814, Reaction
-1.83109, -0.682674, -1.96108, GoToPosition
-1.81947, -0.650328, -2.00396, Stop
-1.81415, -0.619129, -2.06158, GoToPosition
-1.81359, -0.618112, -2.06572, Stop
-1.81327, -0.61847, -2.06575, GoToPosition
-1.81323, -0.618477, -2.0658, Stop
-1.81326, -0.618466, -2.06583, GoToPosition
-1.81328, -0.61846, -2.06585, Stop
-1.81329, -0.618455, 0.138657, GoToPosition
-1.8133, -0.61845, -2.06588, Stop
-1.81332, -0.618446, -2.06589, GoToPosition
-1.81332, -0.61845, -2.06589, Stop
-1.8133, -0.618453, -2.06588, GoToPosition
-1.81328, -0.61844, -2.06588, Stop
-1.81329, -0.61844, -2.06589, GoToPosition
-1.81329, -0.61843, -2.06593, Stop
-1.81327, -0.618429, -2.06597, GoToPosition
-1.81326, -0.618405, -2.06602, Stop
-1.81327, -0.6184, -2.06608, GoToPosition
-1.8133, -0.618393, -2.0661, Stop
-1.81328, -0.618419, -2.06617, GoToPosition
-1.81331, -0.618439, -2.0662, Stop
-1.81331, -0.618433, -2.06622, GoToPosition
-1.81332, -0.618426, -2.06626, Stop
-1.81331, -0.618427, 0.302544, GoToPosition
-1.81332, -0.618455, -2.06631, Stop
-1.81331, -0.618451, -2.06631, GoToPosition
-1.81328, -0.618452, -2.06633, Stop
-1.81327, -0.61844, -2.06636, GoToPosition
-1.81326, -0.618429, -2.06642, Stop
-1.81328, -0.618434, -2.06647, GoToPosition
-1.81327, -0.618427, -2.06649, Stop
-1.81328, -0.618429, -2.06653, GoToPosition
-1.81326, -0.618447, -2.06656, Stop
-1.81326, -0.618437, -2.0666, GoToPosition
-1.81326, -0.618432, -2.06664, Stop
-1.81324, -0.618437, -2.06669, GoToPosition
-1.81323, -0.618433, -2.06674, Stop
-1.81325, -0.618468, -2.0668, GoToPosition
-1.81327, -0.6185, -2.06684, Stop
-1.81327, -0.618503, -2.06688, GoToPosition
-0.000724018, -0.00111944, -2.06692, Stop
-1.81329, -0.618503, -2.06698, GoToPosition
-1.81328, -0.618519, -2.06702, Stop
-1.8133, -0.61852, -2.06705, GoToPosition
-1.81331, -0.618535, -2.06704, Stop
-1.81331, -0.618551, -2.06709, GoToPosition
-1.81331, -0.61854, -2.06712, Stop
-1.81329, -0.618543, -2.06712, GoToPosition
-1.81329, -0.618533, -2.06714, Stop
-1.81328, -0.618535, -2.06718, GoToPosition
-1.81325, -0.61853, -2.0672, Stop
-1.81326, -0.618544, -2.06723, GoToPosition
-1.81327, -0.61856, -2.06722, Stop
-1.81329, -0.618611, -2.06723, GoToPosition
-1.81332, -0.618644, -2.06728, Stop
-1.81331, -0.618649, -2.06738, GoToPosition
-1.81332, -0.618672, -2.06746, Stop
-1.81332, -0.618683, -2.06751, GoToPosition
-1.8133, -0.61871, -2.06755, Stop
-1.81334, -0.618736, -2.06758, GoToPosition
-1.81334, -0.618737, -2.0676, TurnToAngle
-1.81332, -0.618721, -2.06761, Turn
-1.8134, -0.618818, -2.04823, GoToPosition
-1.81346, -0.618637, -2.01315, Stop
-1.8134, -0.618733, -1.99913, GoToPosition
-1.81334, -0.618699, -1.99923, Stop
-1.81329, -0.618689, -1.9994, GoToPosition
-1.81326, -0.618664, -1.99943, Stop
-1.81324, -0.618638, -1.99942, GoToPosition
-1.81324, -0.618621, -1.99941, Stop
-1.81324, -0.618599, -1.99939, GoToPosition
-1.81325, -0.618591, -1.99938, Stop
-1.81325, -0.618603, 4.59177e-41, GoToPosition
-1.81325, -0.618622, -1.99944, Stop
-1.81325, -0.618625, -1.99945, GoToPosition
-1.81326, -0.618645, -1.9995, Stop
-1.81327, -0.618659, -1.99949, GoToPosition
-1.81328, -0.618669, -1.99955, Stop
-1.81328, -0.618674, -1.9996, GoToPosition
-1.81326, -0.618644, -1.99962, Stop
-1.81323, -0.618637, -1.99964, GoToPosition
-1.81323, -0.618636, -1.99964, Stop
-1.81323, -0.618636, -1.99969, GoToPosition
-1.81323, -0.618624, -1.9997, TurnToAngle
-1.81322, -0.618629, -1.99977, Turn
-1.8133, -0.618699, -1.98113, GoToPosition
-1.81325, -0.618831, -1.94598, TurnToAngle
-1.81332, -0.618875, -1.91018, Turn
-1.81338, -0.619045, -1.87409, GoToPosition
-1.8134, -0.619069, -1.83783, TurnToAngle
-1.81329, -0.619447, -1.80149, Turn
-1.81336, -0.619487, -1.76515, GoToPosition
-1.8135, -0.619438, -1.72876, TurnToAngle
-1.81348, -0.619627, -1.68025, Turn
-1.81345, -0.619814, -1.65599, GoToPosition
-1.81347, -0.619933, -1.63176, TurnToAngle
-1.81366, -0.61983, -1.60751, Turn
-1.81368, -0.620097, -1.57104, GoToPosition
-1.81321, -0.620737, -1.49819, Turn
-1.81276, -0.62122, -1.44966, GoToPosition
-1.8123, -0.621641, -1.41321, TurnToAngle
-1.81177, -0.622145, -1.37677, Turn
-1.81147, -0.622429, -1.34086, GoToPosition
-1.81102, -0.622821, -1.30532, TurnToAngle
-1.8108, -0.623042, -1.26978, Turn
-1.81063, -0.623205, -1.25792, GoToPosition
-1.81052, -0.623237, -1.23472, TurnToAngle
-1.81024, -0.623411, -1.2123, Turn
-1.81006, -0.623494, -1.2011, GoToPosition
-1.80991, -0.623627, -1.19034, TurnToAngle
-1.80969, -0.623791, -1.15843, Turn
-1.80951, -0.623868, -1.1374, GoToPosition
-1.80913, -0.624001, -1.09607, TurnToAngle
-1.80868, -0.624204, -1.06508, Turn
-1.80838, -0.624335, -1.03458, GoToPosition
-1.80784, -0.624542, -1.00431, TurnToAngle
-1.80766, -0.624712, -0.974106, Turn
-1.80737, -0.624658, -0.944309, GoToPosition
-1.80713, -0.624697, -0.915887, TurnToAngle
-1.80684, -0.624806, -0.887469, Turn
-1.80666, -0.624771, -0.859397, GoToPosition
-1.80645, -0.624841, -0.832433, TurnToAngle
-1.80638, -0.624811, -0.796466, Turn
-1.80607, -0.624927, -0.778805, GoToPosition
-1.80582, -0.624957, -0.753125, TurnToAngle
-1.80537, -0.625032, -0.735964, Turn
-1.80504, -0.62507, -0.710528, GoToPosition
-1.80479, -0.625012, -0.685931, TurnToAngle
-1.80442, -0.625107, -0.669586, Turn
-1.80388, -0.62524, -0.645342, GoToPosition
-1.80366, -0.625161, -0.621698, TurnToAngle
